1.jpg: [0.6355183720588684, -1.9380509853363037, -5.351025581359863, -4.745082855224609, -5.089607238769531, -2.0949578285217285, -7.067781925201416, -3.1690824031829834]
1020.jpg: [-1.5853859186172485, -3.627729654312134, -4.77949333190918, -5.830466270446777, -1.8859715461730957, -5.137288570404053, 1.1541454792022705, -2.936952590942383]
1034.jpg: [1.446028709411621, -1.8450891971588135, -5.3013529777526855, -4.674827575683594, -5.198379039764404, -3.4902548789978027, -7.06647253036499, -2.4264702796936035]
1062.jpg: [-3.781294822692871, -3.142486810684204, -3.5624706745147705, 4.822399616241455, -5.452528953552246, -4.4472832679748535, -5.216409683227539, -2.8967156410217285]
1126.jpg: [-2.2768454551696777, -2.1037981510162354, -1.5183839797973633, 1.224035382270813, -5.893123149871826, -4.5108208656311035, -6.79272985458374, -2.547828435897827]
1232.jpg: [-1.8960001468658447, -3.9027554988861084, 2.7985334396362305, -3.6968796253204346, -2.841050386428833, -2.5473713874816895, -3.9970881938934326, -2.799309730529785]
1250.jpg: [0.01833096705377102, -3.9885478019714355, -0.16984553635120392, -5.646827697753906, -4.806812286376953, -5.326828479766846, -1.6807403564453125, -2.2296669483184814]
1263.jpg: [-4.3921217918396, -0.7007688879966736, 0.4081806242465973, -2.8076343536376953, -5.258456707000732, -4.0799126625061035, -3.259991407394409, -2.989002227783203]
1281.jpg: [-0.579327404499054, -3.6610970497131348, 1.196277141571045, -2.544558048248291, -4.454458236694336, -5.106423377990723, -4.277276515960693, -3.0609586238861084]
1294.jpg: [-1.762216329574585, -3.76597261428833, 0.7705664038658142, -0.8173145055770874, -4.115379810333252, -4.2207560539245605, -4.08999490737915, -3.2083230018615723]
1295.jpg: [-1.6642597913742065, -1.3030827045440674, -3.09924578666687, -6.014622688293457, -0.6033835411071777, -3.896160364151001, -6.083863258361816, -1.3547173738479614]
1309.jpg: [-1.9518122673034668, -3.0973596572875977, 1.5632482767105103, -3.8043744564056396, -4.250147819519043, -1.5580625534057617, -6.323046684265137, -1.305828332901001]
1410.jpg: [-1.4140985012054443, -2.719289541244507, 1.9661083221435547, -3.319622039794922, -5.079264163970947, -3.9437055587768555, -5.145678520202637, -2.928654193878174]
1419.jpg: [-2.364137887954712, -1.976014494895935, -0.5657519698143005, -5.590807914733887, -4.020158290863037, -2.391399383544922, -6.281501770019531, -0.7075916528701782]
1433.jpg: [0.0469355508685112, -2.3900668621063232, 0.6115723252296448, -5.080475330352783, -4.652291297912598, -3.738403081893921, -5.49044132232666, -2.9928488731384277]
1494.jpg: [1.1893647909164429, -2.1365931034088135, -2.03637957572937, -5.130107402801514, -5.829519748687744, -3.5756828784942627, -6.689021587371826, -2.2630505561828613]
1591.jpg: [-4.137814521789551, -3.1130318641662598, -5.099607467651367, -3.7673206329345703, -1.996147871017456, -5.296388626098633, 2.269432306289673, -2.63649845123291]
